Judul,Tanggal,Penulis,Isi,Link Lengkap
Waket MPR Tekankan Petani Butuh Dukungan Banyak Pihak untuk Berkembang,2023-05-18 21:11:58,"['Angga Laraspati', 'Https', 'Www.Facebook.Com Detikcom', 'Angga Laraspati -']","Wakil Ketua MPR RI Ahmad Muzani menuturkan kiprah dan peran petani Indonesia sangat penting untuk kemajuan negara. Untuk itu, dukungan dan support dari semua yang peduli kepada kaum tani menjadi sangat penting.

""Para petani adalah penyemangat kita, karena merekalah yang berjuang dan bekerja keras setiap hari, menjaga ketersediaan pangan seluruh rakyat Indonesia tercukupi,"" ungkap Muzani, dalam keterangannya, Kamis (18/5/2023).

Hal ini disampaikan Ahmad Muzani dalam acara pelantikan kepengurusan Dewan Pimpinan Pusat Wanita Tani Indonesia HKTI Periode 2022-2027 yang dilaksanakan secara luring dan daring ini di Gedung Nusantara IV, Kompleks Parlemen, Senayan, Jakarta, kemarin.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Ia menuturkan dukungan dan support dari pemerintah dan seluruh elemen bangsa betul-betul sangat dibutuhkan petani, agar tumbuh kembang bidang pertanian terutama kualitas dan kuantitas produk pertanian semakin bagus dari masa ke masa, sehingga kesejahteraan petani pun akan terangkat.

""Maka dari itulah, saya berharap semoga kiprah kepengurusan organisasi wanita tani Indonesia yang baru saja dikukuhkan, akan memberi bakti yang makin nyata buat para petani kita,"" imbuh Sekjen Partai Gerindra ini.

Dalam kesempatan itu, Ia juga memberikan ucapan selamat dan penghargaan atas dilantiknya kepengurusan Dewan Pimpinan Pusat Wanita Tani Indonesia HKTI Periode 2022-2027.

""Saya ucapkan selamat dan penghargaan atas dikukuhkannya kepengurusan wanita tani Indonesia sebuah organisasi di bawah HKTI. Acara pelantikan ini menurut saya sangat penting untuk konsolidasi kepentingan pertanian kita,"" ujarnya.

Dalam acara itu, Menteri Pertanian RI Syahrul Yasin Limpo didaulat membuka secara resmi acara pelantikan. Hadir beberapa undangan kehormatan antara lain, anggota DPR Fraksi Gerindra Jefry Romdonny dan Endang Setyawati Thihari Dess, Ketua Umum Kowani Giwo Rubianto Wiyogo, para Pimpinan DPP serta anggota Wanita Tani Indonesia HKTI.",https://news.detik.com/berita/d-6727216/waket-mpr-tekankan-petani-butuh-dukungan-banyak-pihak-untuk-berkembang
Cak Imin Mau Perjuangkan Nilai Dana Desa Meningkat Jadi Rp 5 M Per Desa,2023-05-18 21:04:41,"['Yudistira Perdana Imandiar', 'Https', 'Www.Facebook.Com Detikcom', 'Yudistira Perdana Imandiar -']","Wakil Ketua DPR RI Muhaimin Iskandar menyatakan dana desa menjadi instrumen penting bagi penguatan ekonomi desa. Muhaimin pun menyatakan bakal memperjuangkan agar dana desa bisa ditingkatkan jumlahnya menjadi Rp 5 miliar per desa.

Hal itu disampaikan Muhaimin di hadapan puluhan kepala desa dalam acara Advokasi Kebijakan Pembangunan Desa dan Perdesaan dalam Kerangka Undang-Undang Desa. Acara diselenggarakan Direktorat Jenderal Pembangunan Desa dan Perdesaan Kemendes PDTT di Kendal, Jawa Tengah, Kamis (18/5/2023).

""Kini muncul momentum yang bagus bagi desa, karena kepercayaan seluruh pihak atas desa sedang menguat. Menteri keuangan saja menyatakan keberhasilan desa menyalurkan BLT dana desa membuat pandemi COVID-19 di Indonesia terkendali. Hari ini hampir semua tokoh, elite, pengambil kebijakan, partai politik, percaya dan yakin kepala desa mampu mengelola anggaran dengan baik,"" tutur Muhaimin dikutip dalam keterangan tertulis.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Gus Muhaimin menegaskan desa harus menjaga kepercayaan dengan menggunakan dana desa sebaik mungkin.

""Desa harus menjaga kepercayaan yang dahsyat ini, dengan berkomitmen mengefektifkan penggunaan dana desa. Kepercayaan ini membuat sangat mudah untuk menaikkan dana desa. Apalagi, setelah saya hitung, dana desa seharusnya bisa disalurkan Rp 5 miliar per desa,"" sebut Muhaimin.

Ketua Umum Partai Kebangkitan Bangsa (PKB) itu menyatakan semula banyak pihak ragu desa bisa mengelola dana yang besar. Ternyata, kata dia, dalam perjalanannya, desa bisa meningkatkan kapasitasnya. Ia menyebut tidak ada kasus korupsi yang sering terjadi dalam proses penyaluran dana sampai ke desa. Hal itu lantaran dana negara langsung disalurkan ke rekening kas desa.

Muhaimin menilai pemanfaatan dana langsung ke desa ini benar-benar efektif mewujudkan pemerataan di Indonesia. Ia menggarisbawahi pembangunan bisa sukses ketika anggarannya langsung diberikan kepada pihak yang paling ujung, yaitu ke desa.

""Semakin banyak dana desa dikucurkan, yakinlah semakin cepat kemakmuran warga desa terwujud. Kini dana desa berjumlah rata-rata Rp 1 miliar per desa. Hasilnya sudah terbukti mempercepat pembangunan desa dan kesejahteraan masyarakat. Padahal, negara bisa menyalurkan dana desa hingga total Rp 400 triliun, atau rata-rata tiap desa Rp 5 miliar. Ini yang kita perjuangkan bersama-sama,"" papar Muhaimin.

Dalam kesempatan itu, Dirjen Pembangunan Desa dan Perdesaan Sugito Joyo Sentiko menyampaikan setelah 9 tahun perjalanan UU Desa, telah banyak perkembangan yang dihasilkan desa.

""Dana desa digunakan untuk meningkatkan potensi desa, serta guna mengurangi permasalahan di desa. Kebijakan pembangunan desa diarahkan menuju kemandirian desa,"" ujar Sugito.",https://news.detik.com/berita/d-6727212/cak-imin-mau-perjuangkan-nilai-dana-desa-meningkat-jadi-rp-5-m-per-desa
Mahfud Md Sebut Proyek BTS yang Dikorupsi Johnny Plate Mangkrak,2023-05-18 21:01:36,"['Rizky Adha Mahendra', 'Https', 'Www.Facebook.Com Detikcom', 'Rizky Adha Mahendra -']","Menko Polhukam Mahfud Md bicara terkait kasus dugaan korupsi proyek BTS yang menyeret Menkominfo Johnny G Plate sebagai tersangka. Dia menyebut proyek BTS tersebut mangkrak.

""Mangkrak dan belum ada barangnya, yang adapun mangkrak. Oleh sebab itu semula diitung kerugian oleh kejaksaan itu sekitar Rp 1 sekian trilun, namun kemudian BPKP turun tangan,"" kata Mahfud di Hotel Bidakara, Jakarta Selatan, Kamis (18/5/2023).

Proyek tersebut dimulai pada tahun 2020 dan ditargetkan rampung pada 2024. Hingga tahun 2021, dana sudah keluar Rp 10 triliun, namun barang tidak terlihat.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Sebenarnya akan dimulai sejak tahun 2020 itu sudah dalam pengeluaran dana dari Rp 28 triliun yang dianggarkan sampai 2024. Itu sudah keluar sekitar Rp 10 triliun untuk proyek 2020 sampai 2021. Dimulai tahun 2021, tetapi sampai akhir tahun 2021 tuh barangnya enggak ada,"" ucapnya.

""Lalu diperpanjang sampai Maret, untuk mencetak taruhlah sederhana tiang-tiang pemancar sinyal itu seharusnya 4.200 lalu ditunda, eh 1.200 lalu ditunda karena barangnya enggak ada,"" sambungnya.

Hingga pada akhir tahun 2021, proyek diperpanjang hingga Maret 2023. Memang ada tiang BTS sebanyak 985, namun tidak berfungsi dengan semestinya.

""Itukan mau membangun 4.800 tiang. Tiang itu dijeda, dengan satelit oleh BPKP ditemukan hanya ada 985, itu pun disampel tidak ada, hanya barang-barang mentah mati, enggak ada gerakan sinyal dioperasikan,"" ujarnya.

Sebelumnya, Kejaksaan Agung (Kejagung) menetapkan Menteri Komunikasi dan Informatika Johnny G Plate sebagai tersangka kasus dugaan korupsi proyek BTS. Johnny G Plate langsung ditahan.

Kasus korupsi ini terkait proyek penyediaan infrastruktur BTS 4G infrastruktur pendukung paket 1, 2, 3, 4, 5 Bakti Kominfo tahun 2020-2022. Kasus ini diduga merugikan negara mencapai Rp 8 triliun.

Kepala BPKP Muhammad Yusuf Ateh mengungkap hasil perhitungan jumlah kerugian keuangan negara tersebut diserahkan ke Kejaksaan Agung. Total kerugian negara sebesar Rp 8.032.084.133.795 (Rp 8 triliun).

""Berdasarkan semua yang kami lakukan dan berdasarkan bukti yang kami peroleh, kami telah menyampaikan kepada Pak Jaksa Agung kami menyimpulkan terdapat kerugian keuangan negara sebesar Rp 8.032.084.133.795 (triliun),"" kata Yusuf Ateh, dalam konferensi pers, Senin (15/5).",https://news.detik.com/berita/d-6727210/mahfud-md-sebut-proyek-bts-yang-dikorupsi-johnny-plate-mangkrak
"Elektabilitas Naik, PPP Siap Perkuat Mesin Partai",2023-05-18 20:52:55,"['Erika Dyah', 'Https', 'Www.Facebook.Com Detikcom', 'Erika Dyah -']","Partai Persatuan Pembangunan (PPP) mampu menaikkan elektabilitasnya dan menembus ambang batas parlemen 4,1 persen berdasarkan hasil survei terbaru. Menurut Plt Ketua Umum PPP Muhamad Mardiono, naiknya elektabilitas PPP saat ini tidak terlepas dari konsolidasi yang telah dilakukan.

""Beberapa waktu lalu ada lembaga survei yang merilis bahwa elektabilitas PPP mencapai 4,1 persen. Artinya apa yang dikerjakan sudah mendapat pengakuan oleh rakyat dan umat, bahwa perjuangan sesuai jalannya atau on the track,"" ujarnya dalam keterangan tertulis, Kamis (18/5/2023).

Lebih lanjut, Mardiono mengaku siap kembali memanaskan mesin parpolnya. Ia hadir di Ballroom Merapi, PRPP, Semarang untuk mengukuhkan Bacaleg DPR RI, DPRD I dan DPRD II, serta melantik PW WPP Jawa Tengah.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Tentu, setelah saya diberi amanah selama delapan bulan atau persisnya tujuh bulan secara nasional dari Aceh sampai Papua. Konsolidasi kami baik, bahkan seluruh instrumen organisasi partai bergerak menjalankan misi demokrasi PPP yaitu mendengarkan suara arus bawah baik internal maupun para tokoh,"" ungkap Mardiono dalam keterangan tertulis, Kamis (18/5/2023).

Dalam kesempatan ini, Mardiono mengaku akan terus bergerak menjemput kemenangan PPP bersama seluruh kadernya se-Indonesia.

""Kalau melihat semangat di Jateng saat ini, terjadi juga di seluruh Indonesia termasuk di Papua. Seluruh Indonesia bergerak, bersatu, menuju kemenangan,"" pungkasnya.",https://news.detik.com/pemilu/d-6727205/elektabilitas-naik-ppp-siap-perkuat-mesin-partai
Mahfud Md Tak Ada Politisasi Hukum Penetapan Tersangka Johnny G Plate,2023-05-18 23:00:00,['Fandi Akbar Saputra'],"Menteri Komunikasi dan Informatika ,Johnny G Plate ditetapkan sebagai tersangka kasus dugaan korupsi proyek BTS. Menko Polhukam RI, Mahfud Md mengatakan tidak ada politisasi hukum dalam penetapan tersangka Johnny G Plate.",https://20.detik.com/detikupdate/20230518-230518092/mahfud-md-tak-ada-politisasi-hukum-penetapan-tersangka-johnny-g-plate
"Kebakaran Kios Pasar di Kalideres Jakbar, 7 Mobil Pemadam Dikerahkan",2023-05-18 20:47:30,"['Farih Maulana Sidik', 'Https', 'Www.Facebook.Com Detikcom', 'Farih Maulana Sidik -']","Kebakaran melanda kios pasar di Jalan Benda Raya, Kelurahan Kamal, Kecamatan Kalideres, Jakarta Barat (Jakbar). Sebanyak 7 unit mobil pemadam kebakaran dikerahkan ke lokasi untuk pemadaman.

Berdasarkan data dari Pemadam Kebakaran DKI Jakarta, kios pasar di Jalan Benda Raya itu terbakar sekitar pukul 20.00 WIB, Kamis (18/5/2023). Hingga kini, pemadam kebakaran masih berupaya memadamkan kobaran api.

""Situasi dan status kebakaran: proses pemadaman (merah),"" tulis Humas Damkar DKI dalam keterangan tertulisnya malam ini.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Awalnya, tim pemadam kebakaran sektor Kalideres menerima telepon dari warga terkait kebakaran kios pasar ini. Pemadam kebakaran langsung meluncur ke lokasi dan memulai operasi pemadaman api di lokasi sekitar pukul 20.11 WIB.

Hingga kini belum diketahui penyebab dari kebakaran tersebut. Belum ada informasi lebih lanjut juga terkait ada tidaknya korban dari peristiwa ini.",https://news.detik.com/berita/d-6727197/kebakaran-kios-pasar-di-kalideres-jakbar-7-mobil-pemadam-dikerahkan
Cerita Mahfud soal Kehati-hatian Jaksa Tetapkan Johnny Plate Tersangka,2023-05-18 20:42:43,"['Tim Detikcom', 'Https', 'Www.Facebook.Com Detikcom', 'Tim Detikcom -']","Kejaksaan Agung (Kejagung) menetapkan Menteri Komunikasi dan Informatika (Menkominfo) Johnny G Plate sebagai tersangka kasus dugaan korupsi proyek BTS yang merugikan negara Rp 8 triliun. Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam) Mahfud Md pun bercerita soal kehati-hatian jaksa saat menetapkan tersangka terhadap Johnny.

Dirangkum detikcom, Kamis (18/5/2023), Johnny awalnya diperiksa sebagai saksi dalam kasus ini pada Rabu (17/5). Namun, dalam hitungan jam, status Johnny naik menjadi tersangka.

Kejagung menetapkan Johnny G Plate sebagai tersangka usai melakukan pemeriksaan. Johnny G Plate langsung ditahan.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Johnny Plate menggunakan rompi tahanan berwarna merah muda usai ditetapkan sebagai tersangka. Johnny Plate langsung dibawa ke mobil tahanan untuk dibawa ke Rutan Kejagung.

Kejagung menjamin sudah menemukan cukup bukti untuk menetapkan Johnny sebagai tersangka. Namun, Kejagung belum menjelaskan detail bukti-bukti yang dimaksud.

""Berdasarkan hasil pemeriksaan hari ini, setelah kami evaluasi, kami simpulkan telah terdapat cukup bukti yang bersangkutan diduga terlibat di dalam peristiwa tindak pidana korupsi proyek pembangunan infrastruktur BTS 4G paket 1, 2, 3, 4, dan 5,"" ujar Direktur Penyidikan (Dirdik) Jaksa Agung Muda Pidana Khusus Kejagung Kuntadi di Kejagung, Jaksel.

Kuntadi kemudian menjelaskan peran Johnny G Plate dalam kasus ini. Dia mengatakan keterlibatan Johnny berkaitan dengan jabatannya selaku menteri dan pengguna anggaran.

""Yang bersangkutan diperiksa diduga keterlibatannya terkait jabatan yang bersangkutan selaku menteri dan selaku pengguna anggaran,"" ujar Kuntadi.

Sekjen NasDem nonaktif ini dijerat pasal 2 dan 3 UU Pemberantasan Tindak Pidana Korupsi.

""Pasalnya (menjerat Johnny) Pasal 2 dan Pasal 3 UU Tipikor juncto Pasal 55 ayat 1 ke-1 KUHP,"" ujar Kapuspenkum Kejagung Ketut Sumedana saat konpers di gedung bundar Jampidsus Kejagung, Jakarta Selatan, Rabu (17/5).

Hukuman paling tinggi adalah penjara seumur hidup. Berikut ini bunyi pasalnya:

Pasal 2

(1) Setiap orang yang secara melawan hukum melakukan perbuatan memperkaya diri sendiri atau orang lain atau suatu korporasi yang dapat merugikan keuangan negara atau perekonomian negara, dipidana penjara dengan penjara seumur hidup atau pidana penjara paling singkat 4 (empat) tahun dan paling lama 20 (dua puluh) tahun dan denda paling sedikit Rp 200.000.000,00 (dua ratus juta rupiah) dan paling banyak Rp 1.000.000.000,00 (satu milyar rupiah).

(2) Dalam hal tindak pidana korupsi sebagaimana dimaksud dalam ayat (1) dilakukan dalam keadaan tertentu, pidana mati dapat dijatuhkan.

Pasal 3

Setiap orang yang dengan tujuan menguntungkan diri sendiri atau orang lain atau suatu korporasi, menyalahgunakan kewenangan, kesempatan atau sarana yang ada padanya karena jabatan atau kedudukan yang dapat merugikan keuangan negara atau perekonomian negara, dipidana dengan pidana penjara seumur hidup atau pidana penjara paling singkat 1 (satu) tahun dan paling lama 20 (dua puluh) tahun dan atau denda paling sedikit Rp. 50.000.000,00 (lima puluh juta rupiah) dan paling banyak Rp 1.000.000.000,00 (satu milyar rupiah).

Sedangkan Pasal 55 ayat 1 ke-1 KUHP bunyinya sebagai berikut:

Pasal 55 KUHP

(1) Dipidana sebagai pelaku tindak pidana:

1. mereka yang melakukan, yang menyuruh melakukan, dan yang turut serta melakukan perbuatan.

Johnny G Plate menjadi tersangka keenam dalam kasus dugaan korupsi terkait proyek penyediaan infrastruktur BTS 4G infrastruktur pendukung paket 1, 2, 3, 4, 5 Bakti Kominfo tahun 2020-2022. Kepala BPKP Muhammad Yusuf Ateh mengungkap hasil perhitungan jumlah kerugian keuangan negara tersebut diserahkan ke Kejaksaan Agung. Total kerugian negara sebesar Rp 8.032.084.133.795 (Rp 8 triliun).

""Berdasarkan semua yang kami lakukan dan berdasarkan bukti yang kami peroleh, kami telah menyampaikan kepada Pak Jaksa Agung kami menyimpulkan terdapat kerugian keuangan negara sebesar Rp 8.032.084.133.795 (triliun),"" kata Yusuf Ateh, dalam konferensi pers, Senin (15/5).

Kerugian keuangan negara tersebut terdiri atas tiga hal biaya kegiatan penyusunan kajian pendukung, markup harga, dan pembayaran BTS yang belum terbangun. Berikut enam tersangka dalam kasus ini:

1. Anang Achmad Latif selaku Direktur Utama Bakti Kementerian Komunikasi dan Informatika

2. Galubang Menak selaku Direktur Utama PT Mora Telematika Indonesia

3. Yohan Suryanto selaku Tenaga Ahli Human Development Universitas Indonesia Tahun 2020

4. Mukti Ali selaku Account Director of Integrated Account Department PT Huawei Tech Investment

5. Irwan Hermawan selaku Komisaris PT Solitech Media Sinergy

6. Johnny G Plate selaku Menkominfo.

Baca halaman selanjutnya soal cerita Mahfud Md terkait kehati-hatian jaksa dalam kasus Johnny G Plate>>",https://news.detik.com/berita/d-6727192/cerita-mahfud-soal-kehati-hatian-jaksa-tetapkan-johnny-plate-tersangka
BNPT Siapkan Site Plan KTN Turen untuk Dukung Program Deradikalisasi,2023-05-18 20:39:37,"['Yudistira Perdana Imandiar', 'Https', 'Www.Facebook.Com Detikcom', 'Yudistira Perdana Imandiar -']","Badan Nasional Penanggulangan Terorisme Republik Indonesia (BNPT RI) akan berkoordinasi dengan berbagai pihak untuk menciptakan site plan Kawasan Terpadu Nusantara (KTN) Turen seluas 15 hektare. Site plan tersebut dibuat agar dapat memberikan manfaat optimal bagi mitra deradikalisasi dan masyarakat.

Program deradikalisasi digencarkan BNPT untuk memberikan manfaat bagi masyarakat sehingga tidak mudah terpengaruh dan masuk ke kelompok-kelompok berideologi kekerasan. KTN Turen di Kabupaten Lamongan, Jawa Timur menjadi salah satu tempat pelaksanaan program tersebut.

""Kita akan kelola dengan cara yang lebih tertata, menyusun site plan di sini sesuai keinginan dan kemampuan masing-masing agar bisa dikerjakan dan membawa manfaat,"" kata Kepala BNPT RI Komjen Pol Rycko Amelza Dahniel dikutip dalam keterangan tertulis, Kamis (18/5/2023).

ADVERTISEMENT SCROLL TO RESUME CONTENT

Lulusan terbaik Akpol 88 itu menuturkan pelibatan masyarakat di dalam KTN Turen dapat mendorong percepatan integrasi sosial sekaligus membuka sekat-sekat eksklusif yang terjadi di tengah masyarakat. Ia menyatakan BNPT RI akan terus menjalin silaturahmi, berdialog, dan menyerap aspirasi mitra deradikalisasi dan masyarakat agar program pembinaan dapat membawa manfaat.

""Kita juga akan membantu mitra deradikalisasi yang berwiraswasta mengembangkan usahanya agar dikenal dan dipasarkan lebih luas melalui e-commerce,"" jelas Rycko.

Ia juga mengapresiasi antusiasme mitra deradikalisasi yang memiliki semangat untuk bangkit menjadi pribadi yang lebih baik serta memiliki solidaritas yang tinggi untuk membantu sesama mitra. Rycko berpesan agar setiap usaha yang mereka kerjakan membawa manfaat bagi masyarakat.

""Selain meningkatkan kesejahteraan dan persaudaraan, masyarakat juga harus mendapat manfaat,"" ujar Rycko.",https://news.detik.com/berita/d-6727189/bnpt-siapkan-site-plan-ktn-turen-untuk-dukung-program-deradikalisasi
"Sampah dan Pohon Jubleg Parung Bogor Terbakar, Merambat ke Kabel Listrik",2023-05-18 20:32:27,"['Farih Maulana Sidik', 'Https', 'Www.Facebook.Com Detikcom', 'Farih Maulana Sidik -']","Kebakaran sempat terjadi di Pohon Jubleg Parung, Kabupaten Bogor, Jawa Barat. Peristiwa itu terjadi berawal dari tumpukan sampah yang terbakar.

Informasi kebakaran Pohon Jubleg Parung dibenarkan oleh pemadam kebakaran sektor Parung, Bogor. Saat ini kondisi api sudah padam.

""Betul, alhamdulillah sudah padam, udah kondusif. (yang terbakar) Pohon sama tumpukan sampah,"" kata Call center Pemadam Kebakaran Sektor Parung, Bogor, Alkindi saat dikonfirmasi pukul 19.57 WIB, Kamis (18/5/2023).

ADVERTISEMENT SCROLL TO RESUME CONTENT

Kebakaran di Jalan Raya Parung, Kampung Waru Jati, Kecamatan Parung, Bogor, ini terjadi sekitar pukul 18.20 WIB. Api berhasil dikendalikan satu jam kemudian yakni sekitar pukul 19.25 WIB.

Pemadam kebakaran belum mengetahui penyebab awal sampah di lokasi itu terbakar hingga merembet ke pohon. Kobaran api berhasil dipadamkan oleh 12 personel pemadam kebakaran.

""Personel 12 orang sama 2 unit mobil pemadam,"" ucapnya.

Belum diketahui juga jumlah kerugian dari peristiwa kebakaran ini. Beruntung, tidak ada korban jiwa maupun luka akibat insiden ini.

""Kerugian belum diketahui, cuma tadi udah merembet ke kabel listrik,"" ujarnya.

""Alhamdulillah nggak ada korban,"" imbuhnya.",https://news.detik.com/berita/d-6727183/sampah-dan-pohon-jubleg-parung-bogor-terbakar-merambat-ke-kabel-listrik
Kesaksian Sopir Taksi soal Gugupnya Harry-Meghan Kala Diburu Paparazi,2023-05-18 20:21:14,"['Tim Detikcom', 'Https', 'Www.Facebook.Com Detikcom', 'Tim Detikcom -']","Pangeran Harry dan istrinya Meghan Markle terlibat dalam ""pengejaran mobil yang hampir menjadi bencana"" yang melibatkan paparazzi di New York City. Sopir taksi yang membawa pasangan Duke dan Duke Duchess of Sussex itu menceritakan saat keduanya dikejar paparazi.

Seorang sopir taksi yang membawa Pangeran Harry dan Meghan Markle menceritakan saat membawa kedua Duke dan Duchess of Sussex. Ia menyebut keduanya tampak tegang saat dikejar-kejar paparazi di New York, Amerika Serikat. Sopir tersebut menceritakan detik-detik pengejaran oleh paparazi itu.

Sukhcharn Singh, yang akrab dipanggil Sonny, mengaku menjemput Pangeran Harry dan Meghan Markle di kantor polisi setempat di Midtown Manhattan.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Juru bicara Harry dan Meghan mengatakan dalam sebuah pernyataan bahwa pasangan itu mengalami ""pengejaran tanpa henti"" yang berlangsung selama lebih dari dua jam.

Singh yang menyaksikan drama pengejaran tersebut tidak mengkategorikan peristiwa itu sebagai pengejaran yang berbahaya oleh paparazi. Singh membawa Duke dan Duchess of Sussex itu sekitar 10 menit.

Singh menceritakan detik-detik pengejaran paparazi itu. Awalnya, ia dipanggil satpam yang ternyata penumpangnya adalah Harry dan Meghan.

""Saya berada di 67th Street dan kemudian satpam memanggil saya. Tahu-tahu, Pangeran Harry dan istrinya naik ke taksi saya,"" kata Singh, dilansir BBC, Kamis (18/5/2023).

""Kami diblokir oleh truk sampah, dan tiba-tiba paparazi datang dan mulai memotret,"" ujarnya.

Kemudian Harry dan Meghan hendak menyebutkan tujuan mereka, namun penjaga keamanan menelepon dan memintanya kembali ke kantor polisi.

""Mereka tampak gugup, saya pikir mereka dikejar sepanjang hari atau semacamnya,"" kata Singh. ""Mereka sangat gugup, tapi satpam, dia ada di sana,"" lanjutnya.

Lebih lanjut, Singh menilai paparazi tidak terlalu agresif selama perjalanannya.

""Mereka ada di belakang kita. Maksudku, mereka tetap di atas kita, cukup banyak, tidak lebih. Mereka menjaga jarak,"" ujarnya.

Selengkapnya halaman selanjutnya.",https://news.detik.com/internasional/d-6727173/kesaksian-sopir-taksi-soal-gugupnya-harry-meghan-kala-diburu-paparazi
Ini Alasan Kenapa 32 Biksu Jalan Kaki dari Thailand ke Borobudur,2023-05-18 19:35:43,"['Tim Detikcom', 'Https', 'Www.Facebook.Com Detikcom', 'Tim Detikcom -']","Puluhan bhante atau biksu menjalankan tradisi ritual thudong dari Bangkok, Thailand ke Indonesia. Sebanyak 32 biksu itu berjalan kaki dari Thailand ke Candi Borobudur, Magelang, Jawa Tengah (Jateng).

Lantas kenapa para biksu berjalan kaki dari Thailand ke Borobudur? Simak alasan para biksu melaksanakan thudong beserta kisah dari pengalaman yang mereka alami selama menjalani thudong berikut ini:

Melansir situs Kementerian Agama Republik Indonesia (Kemenag RI), tujuan para biksu berjalan kaki dari Thailand ke Borobudur adalah sebagai salah satu bentuk perjalanan religi. Alasan para biksu berjalan kaki dari Thailand ke Borobudur itu juga dalam rangka merayakan Waisak yang puncaknya yakni Detik-detik Waisak 2023 akan dirayakan pada 4 Juni di Candi Borobudur.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Untuk diketahui, thudong merupakan perjalanan ritual para bhante atau biksu yang dilakukan dengan berjalan kaki ribuan kilometer. Tradisi thudong merupakan ritual keagamaan bagi umat Buddha yang dilakukan dengan berjalan kaki atau dianggap juga sebagai ritual perjalanan spiritual. Seperti yang dilakukan oleh para bhante yang berjalan kaki dari Bangkok Thailand menuju Candi Borobudur.

Rute Perjalanan Para Biksu Jalan Kaki ke Candi Borobudur

Para bhante atau biksu itu diketahui telah perjalanan dari Thailand, Malaysia, Singapura, dan berakhir di Indonesia, tepatnya di Candi Borobudur. Dilansir detikJabar, berikut catatan perjalanan biksu yang berjalan kaki dari Thailand ke Borobudur:

Para biksu itu berjalan kaki dari sebuah vihara di Provinsi Nakhon Sri Thammarat, Thailand, pada 25 Maret 2023. Setelah itu, para biksu tersebut berjalan kaki dari Thailand hingga ke perbatasan Malaysia-Singapura, kemudian menyeberang dengan kapal laut. Lalu, mereka kembali berjalan kaki menuju perbatasan Singapura-Indonesia, lalu dilanjutkan berjalan kaki di Batam. Setelah di Batam, para biksu diterbangkan dengan pesawat menuju Bandara Soekarno-Hatta. Kemudian para biksu kembali berjalan kaki mulai dari Bandara Soekarno-Hatta pada tanggal 9 Mei 2023, dan kini para biksu sudah tiba di Karawang. Dalam setiap persinggahan para biksu sendiri beristirahat di sebuah vihara pilihan yang dianggap sakral dan istimewa bagi kaum Buddhisme. Total perjalanan sampai saat ini sudah 51 hari. Mereka sudah tiba di Vihara Buddha Loka Sian Jin Kupoh untuk beristirahat dan melakukan ritual keagamaan. Setelah itu, mereka akan melanjutkan perjalanan ke Cikampek, singgah sebentar di suatu vihara, kemudian ke Subang. Rencana berikutnya mereka akan singgah dan menginap di sebuah pondok pesantren di Kandanghaur, Kabupaten Indramayu, Jawa Barat. Setelah dari Indramayu, para biksu kembali berjalan kaki menuju Cirebon, lalu ke Tegal, kemudian ke Pekalongan, Jawa Tengah. Begitu sampai di Jawa Tengah, mereka direncanakan singgah dan menginap di salah satu tokoh muslim ternama, yakni Habib Luthfi bin Yahya.

Sebelumnya, Liaison officer International Thudong Ki Onto mengatakan, dia bertugas mengawal puluhan bhante atau biksu tersebut sejak tiba di Batam, Indonesia, dengan tujuan akhir Candi Borobudur, Jawa Tengah. Alasan para biksu berjalan kaki dari Thailand ke Borobudur itu hendak merayakan Waisak di Candi Borobudur.

""Saya sudah mengawal acara Thudong ini, ini adalah acara ritual keagamaan, dimana puluhan bhante ini berjalan kaki dari Thailand, Malaysia, Singapura, dan nantinya tiba di Borobudur untuk Waisak, tanggal 2 Juni mendatang,"" kata Onto di Vihara Sian Jin Kupoh, Kabupaten Karawang, Jumat (12/5/2023).

Onto bertugas mengawal para biksu tersebut agar memudahkan komunikasi, selamat, dan aman sampai di Candi Borobudur. Ia menyebut para biksu itu berasal dari Thailand, Malaysia, Singapura, dan Indonesia.

""Kalau bhante ini ada 32 orang, mayoritas dari Thailand, 2 orang dari Malaysia, 2 dari Singapura, dan 2 orang lagi dari kita dari Indonesia,"" kata dia.

Simak Video 'Cerita Perjalanan Biksu yang Jalan Kaki dari Thailand ke Indonesia':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6727116/ini-alasan-kenapa-32-biksu-jalan-kaki-dari-thailand-ke-borobudur
Ini 4 Kriteria Cawapres Pendamping Anies Baswedan,2023-05-18 23:00:00,['Agus Septiawan'],Anies Baswedan beberkan kriteria cawapres pendampingnya di Pilpres 2024. Ada empat kriteria yang dirinci Anies.,https://20.detik.com/detikupdate/20230518-230518087/ini-4-kriteria-cawapres-pendamping-anies-baswedan
